id,Comment,Hate Category
6093,Nim appa lophar nann maga enu antha belsidno ninna,Gender
1220,Bo maganige innu buddhi kalisabek,Violence
7320,yen sadane madidale antha avlna interview madtha idyamma thayi..neenu same category thu,Gender
1095,Inta bewarsi secular galinda namma deshake enu upayogailla iwanu sabara samanige huttidawanu,Religion
7630,Ee news navra friends circle nallu inta ghatanegalu tumba irutte avrdu muchkondu dod doddordu rubtaidare.,Others
3212,Nim Avva Nan jote natka madiradke nin huttiddu chtya Nan magne ??,Gender
4198,Already maklu na biti bandidira mate ega maaklu madkondu adunu konege biti beron atara hogtira plz makluge problem madbedi adru badlu Yast Jana nadru sumne madve maadkoli,Others
5783,Yen koobhu evalige lofer sonu,Gender
6676,Yaava neenu. Hindu gala virudha muslim daali madidre sumne irthya. Saayo  vayasalli nenge hindugala viridha yaake. Naraka dthya sathamele,Religion
1243,Hi dingri billi iphone alli video madu Changi irthue ninu troll agidiya alla adna ninu eno oscar award kedidiya alla antha ankobeda e nayi ninu bbk house ge ogidiya antha kotha aadmele nanu nan fav show ne nodke agthilla nine galiju .amma thai give respect and take respect in bb house nanu nin byke antha ne nin channel ID alli bandhu ugthidini ð¤¬ð¤¬ð¤¬ð¤¬ð¤¬ð¤¬,Gender
6741,Muchkondu adakkagalla <br>Ivarinda time waste money waste <br>And students are not studying properly,Others
4173,Ammange Bele kode nayi munde Olle kelsdolna treat madddange madtya ille hinge Innu maneli odeyodu badeyodu madtaleno,Gender
4055,bomb haki suttu haki Pakistan anna,Violence
599,Next match ede dirty picture ððð,Gender
7046,Bro nivella yen gotta<br>Virat nam avnu anta avnu kole mad bandru samartane madkoltira<br>Nan naveen correct anta heltilla but virat Indian nam avnu anta over ag samrtane madkolbardu<br>Tappu yar madedru tappe<br>Virat ge 200 million support ede but who in front of him don&#39;t have it and that of afghani how can he<br>Nim yelr prakaran adikara hana eravr yen madudru eldavr muchkond erbeku alva<br>Ed yavt egu badlagolla,Gender
5542,Sonu istadru nin badkidyalla??????,Others
2925,Court orderna verodisdaga yelli hogidde kaka avaga kaveri nenapaglilva,Geo-political
5226,Le tulle modlu kannada sariyagi matadu dk dk ne,Gender
329,Speaker is bucket raja,Political
1117,Ninnantha mindri maglidre think maddale ennen madtare papa,Gender
5610,ee ella jatiyavrigu madbeku mari habba,Religion
5078,evallu sllue alde mattenalla,Gender
411,Tagaru banthu tagaru gummiskoli,Others
7624,Amman jote kooda henge maatadbeku anta gottilla sonu srinivas gowda avre tuuu nimma,Gender
316,Ley English baralla andre nettuge kannada mathadu yak eee thirpe shoki thuuu ninnaman,Gender
1718,Yaar guru neeevu....avne bandu galate agilla andmele...and kelasa gaarru kudaa....helidmele...sumne...yavdoo recording madi...chutiyappa madthira....let sandesh talk about this....,Others
7861,Hlo ninu e riti na,Gender
130,Nim avva frst saytale nodu ??????,Gender
6612,Soolemaga nin video yak nodkolthiya..,Gender
7122,Mad bard thappe madirodu,Others
2540,"avnige kama ivalige duddina moha, tu henta kala bantu guru? Karnataka da janate idakke sariyagi pata kalasbeku",Others
5724,Hogi hogi e soole na karkond bandu interview kodtira andre nimdenta sooleg huttidh channel irbodu????,Gender
6531,Edu baravase belakalla   blue TV edu boli makkala,Others
5442,Thu ivl janmuk benkihaka obru jivane thegdibitlu antha hudgan missmadkondlu,Gender
4531,idnyako matheeyathe anthiya bo- magne.. idu avra rights kano. nin thaleyinda matheeyathe horgade haku modlu.,Violence
5048,Nin mado e daridra video na elru nodi chanag iro Jana Ella kittadbeka ? Brain wash agirodu avrdalla Raja nindu. Nin acting ge mathra Oscar kodlebkalla?? Nam kannada nadalli ninnanthoru idare antha gottaythu bidu. ( Ivella pungu purana nin en idi alla alli matra use agodu. pedd pedd ange pekr pekr thara bandu comments alli baitharalla avrgu ningu enu vyatyasa illa ??,Others
3093,Pak ge dhairya idare mukha mukhi agi barabeku e thara naei galanna chu bittu bennige churi akodu hedigala kelasa,Geo-political
5137,turku nann makli,Religion
3889,Kattu kate kalpanika kate kotto de bjp sarkara da bahala dooda abhi varddhi hagu jati dharma anta dovesha bettudu manusha manushatva da madhiya visha bersiddu evara sadhane,Political
2621,Naveen ul Haq ba magne play of ge bowling madtane Kohli,Religion
6842,"Bjp bhaktare,Karnataka file movie maadi Duddu maadkoli enenu nimatra kisiyakagala.",Political
715,BJP avru nan syaata davru,Political
3099,"Edu actually program tara ediya, kittogiro show",Others
7014,Evala voice kelidre yako bhaya agotalla ?????,Gender
2676,Saniyage Pakistanake kalisbeku avalu deshadroyi,Geo-political
7069,"Janakke topi haaki badukoo kadhar antination khadar mattu, evana mukkke huviyoorilla adakke hege maataadodu ",Others
2582,Lo illyake darshan fans bagge maataadtiya ? Tale kettidiya bolimagane ? Darshan fans ge huttidda neenu ?,Gender
7607,Bagllu???? nendu Hur bagllu????????????nindu mukli nodko,Gender
1779,ee chutya pratham bekitta ee channel ge,Gender
7447,Shatad film shatihogri ella hijda galu seri,Gender
6888,Enu badukidala muka etkondu,Gender
2751,Janarana  gubegalagi  mado  e  malgalu  ayogya  mathadaru  thu  bari  buseness,Political
2708,Soole ninna ammana vaatha bevarsi mundde,Gender
3160,Fixing agidre rohith not out irbekittu or. 50 odibekittu out adru match fixing for. Birthday antirallo gubold Nan makla,Others
1064,Enu ivalu mathadthale mathadakkene gothila ivalige,Gender
7827,Hindhu galu devaru nambhali nambhade irale adre avastokke avarirthare adare ee muslims yak devaranne thoristhivi antha convert madi desha dhrohi madi naraka thorustgare muslimarinda doora itabeku,Religion
4149,"Hyy nin shaaa, bayyoddakke reason heltini Anta heli, namge gottiro vishyane heltidya alwa nachike agolwa ... mindri",Gender
5336,Ninna mathe dodda durantha so called secularism,Political
3707,Edhella just election gimix aste... Jana edhanna artha madkobeku and evaga petrol 101 amele election gedhre 201 rs haguthe.... petrol diesel... gas rate yallanu amele dbeku........ evagale gas rate 1100 amele 2000 rs..... badavru yenu thagolokke hagolla erokku hagolla..... yantha pradhani....... sullina baravase pradhani.....,Political
97,Hogu sabrud ungy,Religion
7613,Good job bomaige yekavachanadale matanare yenu avanege mareyade alla,Political
3914,BJP   tholagabeku,Political
7169,Hucch hadsi muduka. Deshna ind Pakistan a madokke neen obba saku,Gender
7517,Thika kobbu. Our RCB people should have self respect,Gender
4243,Oddu olage aki gube ama talekettu mathadthavle,Gender
3283,Le ene nenu ..nenge attitude jasti kane papa holli huduga avru,Gender
3197,Congress booli makkallana doora idi ji hindu ji bjp,Political
2433,"Shaadi bhagya 2 beku sir, hindugalu sayali namgenu alva",Religion
2754,Nachike agbeku ivara janmakkke cheeyyyy,Gender
5904,Kyakrisi ogiri thu papi cmððð,Political
4641,Natka channag madthiya ?????????? fake storry gye good. <br>Naan vand storry alla vandu real fact helthini adu yellru muslim viroodhi ooodi plzz <br>Muslim matye muslimra desha mathu muslim maathu muslim shops nd muslim activities bagye yaar yaarigye. Kashta agtha idiyou awarigye mathra plz yella nann hindu brothers nd sister sai gue alla <br> <br>Petrol use maad bedi plz <br>Dry fruits use maad bedi <br>Dubai trip gye hogbedi <br>Inna bahala ide adanna nivye find maadi adanna viroda maadi yak andre  nimma dharma na brashta madkulll bedi plzz ??????????????????????????????,Religion
4970,Idhu nijvaglu news channel ee na ...ondh objective annodh ila ..frst ee channel avrge mana maryadhe ila,Others
1112,This is not good btv. Publicly insulting girl or boy by releasing this tapes. Wt is happening on television nowadays news channels ella porn channels agta ive,Others
557,"@ibrahima, le langa sulamagane nimmanta avrindane pure indian Muslims shame agtirodu",Religion
5533,"First Sonu bigboss ge barodu ishta irlilla, bandadmele janara nambike na galiskoltaneno anta ankondidde, but isht dodda live show crore people&#39;s nodtirtare adru avlu ade buddi toristidale",Gender
1200,"Ondu jeeva thagedu preethiya sanketha anthiralla, nimgondu namate",Violence
6015,Ninu obba shakuni  Ka komuvadi blue jp party,Political
4629,Ha sulege hange hagbeku,Gender
5653,Le dummi anchor batte bichi torsodu sadane na..,Gender
6608,Pratyakshavagi naderu namballa Andre innenu helodu ivarige .  Idu ivara moodhathana,Others
2170,700 kotið¤£ð sidramulla khan duddu madi hogoke,Political
4879,Lo mudhka elaru vardhali ondhsali ka n veg tindhu mikid dina ela sasyane tidhu chickn mutton ge en haki adge madtheeya sasyane ka gubal ajja  hindhusthani sangeetha kotranthe avru makdhine ajja cast convert madtirodhu yaru tiklu mundedhe court judge ge kole madtheevi andidu yaru kapru mundedhe ishtela mathadidru bit kalsidarala idhu hindhu galu tilko monne uttar pradesh li bjp support madidha antha muslimne kondrala muslims news dlilva belge edre ninge kaka barala mutton thinthane anthe,Religion
7680,Nivu 1 kg danada mamsa thagolo jothege avrigu 1kg Handi mamsa kodisbekithu yakandre adu bhavaikyathe sanketha alva,Religion
1715,Sndesh avre chenage etri darshan ge bagni guta ????????????????,Gender
3955,Ayuthu thika mucho la . Nenu muslim ge huterobohodu. Nin time aythu . Ninge e vaselie idla beka,Religion
4929,Few media  propoganda leader tara adodu bidi,Political
491,Terarist ge ye show torsi torture madbodu??,Gender
1068,No.1 waste news channel.,Others
6635,hindu alli unity iddidre ishtella agta ne irlilla... nammallu muslim support madavru idare ade problem,Religion
502,Tuooo mosagati,Gender
7221,Swalpa alla almost  kohlide tappule tindi magnað¡ð¡,Gender
87,Ella mental dogs ððgalu beedige bandu bittiddavalla .innuuu halal payment kottilla ansutte . business agilvalla adkke mikkida muttun kottu kaluhisiddare .Ela muduka 1kg muttun ge istondu dailouge hoditiya .ba ba 1 meke kodustini  jatka muttun shop hattira dailouge hodiyuviyante ninna payment gang karkondu baa.,Religion
5959,Half kunne muchkondu hogo bolimaga,Gender
1537,"HiNDDU RASTRA ALLA,KOMUVAADI,MANUVAADI MELU KILU ANTTA 2 PERCENT IRO MEL JAATI,AAGE AADANI,AMBANI GE RAILWAY,HP,BSNL,ADA ITTIDARE.SULE MAKLU 98 PERSENT IRO OBC,BKWARD,SC/ST MIRITY GALIGE IAS,IPS,POST ILLA,BARI E NAAYIGALE.12 CRICKET PLAYER IDRE 7_8 ONDDE RSS APPA KOMU,Modi  MANUVAADI CHELA CABINET LLI 2PERCENT IRO ONDDU JAATI MANTRY 70 PERCENT.30 PERCENT BJP KATTIDA,VOTE AAKIDA BEKUF OBC,BKWARD,SC/ST GALU CHECK MAADRO OTTEGE ANNA TINRADRE.98 PERCENT IRO SC/ST,BKWARD,OBC,MIRITY BEKUF GALA",Religion
3293,Ivatthu  daridra naayee neenu yaru moosu nodalla nayi neenu daridra kangressiga,Political
4857,Lo kachada hijda nann magane yako bartira bay hakake,Gender
1744,Tu halka lowdi,Gender
6703,First btv na boycott madi avaga hella sari agute,Others
3133,"Kranthi ,yajamana, kurukshetra , Robert Alli antha denittu . Jailer 100 times better than your shatera boss dumma boss.  AAA muduka rajanikanth giroo film knowledge ninna dumma uncle gilla.ððð",Gender
3361,Ley Ninge correct agi matadode baralla,Gender
4593,yake estu over hagi adathiya yamma nam tym waste madbeda ethara upload madi,Gender
7728,Hi anna kali ninn chonna,Gender
6505,"@My kannada houda sir ,okay haage maadthini, nammane pakkadalle R S S navaru thumba iddare avarige helthini sir.",Religion
5309,Karma nin tayi yanta buddi kalisidavala tayi,Gender
6674,Le loude tulle Goutham Gambir also old player matte Virat yak avrge maryade kodlilla hage Naveen kuda madidane aste nin aduna matra helbeda loude ke bal iste gaycb late,Gender
7780,BjP bhakt re Neem aji (SC Muslim Christian ....) Sulemakal neem aji Vidhan sauda nugi jejti...Maklaa,Religion
2538,Bolimakla news channel alla nimdu...9,Others
2035,Ayyo sulemakla nimge sulle ellavngu bega idsodu e kithogiro sulemagunna chaannel enthadda ethi idithiro sulemakla nimma anthorindalle.,Violence
1318,Shikandi Ashwath nanna maga e sala sule magunna e Ashwath na constituency yalli janaru hodedu hodisttare....Jai Bheemji Jai sidduji Jai Congress...,Political
4863,Manegey  hogi bashana madu elliyenu proyojana ella,Others
2647,Durbala cm bommai,Political
3917,Niharu not a good design.lofer nanna maga neharu,Political
1004,Haif.sule.magna.aiklu.batu. yammia.tanu,Gender
5005,History tilkoli pratham modlu.....amele bogaluvirante,Gender
693,Avella madodilla bro bari name heli election time alli vote akuskothare,Political
7804,Tukaali ancor reality show ge hogo plan,Others
4385,Ivane dodda kala ivanu hatra hogi question keltira,Others
922,"allah,  bullah,   mullah  , ??<br>Sulemaga pravadi????  helu   thinnuva bevarsi handis  ??   ??  are very dangerous  ..??",Religion
5743,mindirigalu koolegadakaru mdarchoods bnchoods ijras oddu haaki kondu tundu tundu maadi naayige narige haakuva banni banni,Violence
4365,Nanu cm pm Andre 4 kasina kimmt lodal lanun Chang madri,Political
4525,Tv 9 sales to congress party nimma mane mandi,Political
6932,Qadar sir you very simple person because your pen ðï¸ is answer idakke vidyabhyasa mukhya andu,Political
41,Nimmantha loose nan makle....hindugala dari thappisuva kelsa maadthirodu...thu nin janmakke benki haka...go to Pakistan,Geo-political
3260,S r bommai sarige ittiddare siddu ge full uritu e tikla siddange,Political
6942,Big boss hogodu.....En sadhane pa .....dod Thayi Kan beedamma....edu ondu interview...,Gender
2833,Thirke S ... Makla nim thika NIV tholkoldro lo neevella hinge madi madi Sonu gowda belithidale gaandu soo.. makla nnevella AVL kaslinn ????????sama agthidira nimmane akka thangirna nodkoli,Gender
126,"PRAANHA ODRU NAAVU BHAARATHA DESHANA HINDHU RAASHTRA MAADALU BEDALLA..CONGRESS,JDS ANTAAREY.. YENU KITTU KOTEERA EE DESHADA HNDHUGALU. NAMMA KARMA REE KARMA.VOTU HAAKI GELLISI EE BEVARSEE GALANNA. NAATAKA SHRUU MAADEDDAARALLA.",Political
7730,Aunty thara mathadthidale ????,Gender
5935,@Reddy ninna maatalli arta ide Alva muttala,Others
6709,Ayo nem havan mendagut mundde nen nodi yela hudgiru hage kalkond betaru thu sule mundde,Gender
235,En kittavle anta nen interview madtidiya thooo nim janmakke,Gender
4521,Ley gube famuli members ala kane netge mathade,Gender
5287,Yavlge   kiss koda pose kodtiy kachda,Gender
6509,Entha avurunu yaru interview madala,Others
7764,Anvanu tullu enmele ede mari habba  kadiyode ð ð ð ð ð ð¤¢ð ð¤¢ð ,Gender
6900,Avnige yen gothu  gandu sule mudhiya hidhu galige paata helbeda ninn yavoo  cross nyige utidhiya sule maga,Religion
436,Anna nang innondh yen bejar agiddu andhre theatre alli <br>MOVIE ARTHA MADKOLORGINTA<br>MOVIE LI YEN NADIYUTTO ADUN MADORE BANDIDRU annA tumba bejar aythu <br><br>Theaters alli eetara irbardu first adella clear madbeku theatre ge hogoku ista AGALLA ??<br><br><br>Movie bagge helbeku andhre one time nodi artha madkoli but yelladru trap mador kandre mettalle odiri,Violence
3642,bad girl dabba meghana,Gender
4922,"SC, ST, OBC, mirity, hindulidavaru anta heli heli heli, 75varsha aitu, yaavanu enu kittu gudde haklilla isht varsha, they have been utilised only for voting, it&#39;s high time, ivaga Ella media li barta idhe..janakke gottagtidhe...Family politics hogo Tanaka, Namma gati ishte..Jai Namo, Jai Hind",Political
1714,"Bobmmayee ge gaddsu Illa ,",Gender
1210,@Pradeep Kumar Narayanappa Shiroorkar neenu buiseness maadi beliyo yaaru beda antare you bloody,Gender
3265,Thu congress kelsane galate mado kelsa..adakke congress na layak..,Political
6712,Sule anchor,Gender
4944,Yetnal gowda Patil ge CM Madli nodi avaga turkru nava randhra galannu muchhi kondu eratare,Political
229,uncle tika keytare congress navru??????,Political
4690,At least swalpa adru concern bedva che ivlu oblu hudgina paapa avru,Gender
5847,IPL ENDA BAN MAADI..,Others
3650,Avaru enadaru maadali.  Tunne unnakke.  Avana sahavasa maadidya,Gender
3015,Vikruta manassina Terrorists madiro karanakke: ella Muslims galanna target madtidare: navu elle huttidivi elle saytivi we are indians,Violence
1688,Budbudke. Makkalu. Bare. Opreshon. Made. Bede.. Nachekene. Agalla. Ovt. Hakoru. Muttalaru.,Political
4788,So called patrakarta agni eega elli,Others
4294,420 nan maga musalinmag huttid maga,Religion
2986,Nija guru ivattu ee vidio nodi yaako bejaraytu guru..... tho namagyakappa bereyavra visya avlu enadru madkondu halagi hogli .......ista adre nodbeku illa muchkondu irbeku annisthide .....<br>Tho nammpanane ivala vidio ge innu comments madalla guru .........<br>Avlu ene madali hengadru adli avlu ondu hennu .......<br>Ha ondu henthanakke maryade kottu kay mugidu ðððbittubidabeku <br>Yavva adbidde thayeeees ððð,Gender
6496,Ellodru darshan slum fans,Gender
4371,Dj Halli kj Halli nu avra koduge ne. Ne ye 5-6 year li hogbidtiya. Naavu irbekalapa inta terrorist gala jyothe,Violence
4909,Darshan andre ond respect ittu evaga thu nin janmakke,Gender
3751,ellarannu alle shoot madi saysi.. avrella badkidre namge problem,Violence
2429,Sule maga gambhir,Gender
8046,Motu patlu bommayi bogale bjp,Political
7859,Higa namma desha dali nodideve madodu dina idi pakistan india kia yalli irute hushara ?????? jai hindu ???? jai india ????,Geo-political
4800,Boli magalu inda niv sathra,Gender
1351,Sule makla pakistan davre thoo nim mukakke,Geo-political
4312,Yee news channel doure...avru yelle tamil cinema nododh bidi  anthl helyar ...sulla sulla hesar Haal Madhuri nivu news Channel dour...nivu nim tagg line thuuu nachiggetouree,Gender
4287,Alla eee sole mindriguttid sole inda enukko kannada elustora avravvun tullukeyyaa,Gender
2084,aagadare bjp ya intelligence failure aagideyo ? Bjp Rss leaders nayakarugala yennu makkalu muslimara jothe maduye aadare love jihada illa kevala bada hindu yennu makkalu mathra muslim ara jothe maduve aagabharadu idu yava kanoon,Political
2221,pratiyobba bharatiyanu nodi tilkobekada reality... nammaavara melada krourya nenesikondare kanniru baratte .. idannella iduvaregu bachittavarige nanna dhikkara...,Violence
3471,Bere yaru sikkilva nimge interview maddake entha poligale beka,Gender
4352,"Aythu thika muchu, dodda buddivantha tara comment hakbitta.. hogi neene news vodhu",Others
6204,Tiklu famous ge engeala madubardu  elrumaneali nintorsidu item ela iruthea,Gender
5074,"news chennal alli firat sariyagi batte hakoli doddoru,chikkoru nodthirthare .<br>Ivlu yenu sadhane madidare antha interview madthidira ?? samajadalli olle vyakthigalu idare avarannu gurthisi interview madi avaga nimdu olle channel agutte ??",Gender
1245,"avn sayoke, ivl reason alla tane",Others
1983,Nija bro nannge movie nodtha eiddre raktha kuditha eitthu ????????,Others
5728,Entha tayige entha maglu .... Devre nine kapadbeku,Gender
2417,Pratam.nayi.nan.maga,Gender
7125,"Mostly ee btv  sonu relative avr channel ansutte???? adeng ivlna oglutare sadane sadane anta,oo god, channel avrge maryade idiya ,en kit dabakidald aa sonu , yav seeme celebrity avlu aa",Gender
5844,"DUDDU ELLA PROBLEM IDE ANDRE.. MOVIE NA DOWNLOAD MADI MOBILE NALLI ADRU NODI KACHADA MUSLIMS, BEVARSIGALU HESTU KETTA MATU BARUTA EDHE BUT ELLIGE TADEDHU NILLISUTINI ......JAI SRIRAM",Religion
7298,Tea marodalla ninu didda beversi nayi surya,Gender
683,Terrorism anno pada huttisiddu islamis.. adakke congress terrorist galanna belesta iddare,Religion
5032,Dk shivakumar meter off agide Stalin munde Utthara kumara e nam dk shivakumar ,Political
434,@Pavithrajanu Pavithrajanu antha changlu galge suport madbeka ?,Gender
431,Muchkond modlu decent agi irodanna kalutko over agi adbeda   nin enu cinema actress alla nin chennagidini anta helkoloke nine modlu galiju innu nin room na  clean agi itkotiya nin character na clean agi itko,Gender
4815,Adu maatra saadhya illa nachige mana maryade swalpavu ulidilla avlige,Gender
5772,enta hudgirge chans kodbardu,Gender
7478,2 dagar gulu,Gender
288,Nija heliddeeri sir bjpya abhivriddi yenu illa bjp tolagisi,Political
4891,Yaw child munde ewlu crct aggu mathadak barallaa??,Gender
3147,"Swami , avaga yav govt ittu annodu heltiyalla. Ivaga article 370 remove madiddu modi govt anta heloke ningenu kasta. Congress helutte nav power ge bandre article 370 matte implement madtivi anta. Adella helu ninu. Modi govt na support madu antilla , avru olledu madidare andmele avru madiro olle kelsa nu helbeku swami. No doubt you are biased and hate modi(telling this after watching all your political videos).",Political
250,Bro ee movie na promote madidhu Kerala kachda congress ... Awru madidha tweet indha people started going to theatres....,Political
7284,Court samvidhana ne follow madtilla Andre vichar madi ond Dina hindustan ne islam desh madtar yenoð,Geo-political
1209,"Ee sule munde Pakistan cricketer na madwe adagle kera thagand hodedu odusbekithu nam deshadinda, nammoru sari illa modlu ?? thuu",Violence
2782,illondu allondu helo kelsa ee dkshi du huchh nann maga,Gender
7017,btv news chaplil odibeku bevarsi pisi pisi anta helkodta avle lowdy,Gender
5540,Papigala adhikara : Prukruthiya Vikopa,Political
6592,PRATHAM GE BIGBOSS HIDIDIDDA HUCHHU INNU BITTILLA .,Gender
6549,Dabba nana makkala yav sule ge huttidira,Gender
5843,tu karma sonu natka adthavle?????????...,Gender
3497,"Etaranu interview madtare ant iga gottaitu,,,,idoddu interview na thuu",Others
2367,Film sijana tu bari segani talayalli tumbide,Others
4381,Darsha Pavithra Gowda ondh room... Idkolrappa nim boos du ivaga...,Gender
3423,kattu kathe ella sullu torsidare,Others
3023,Yakri intha avrna yala highlight madthira,Others
3059,Paapa aa olle tammma idane aa hudugan hesar haal madakattale.... Ivalu...,Gender
3079,"Swalpa madidru ashte, jaasti madidru ashte. Tappu tappe. Ishtondu aggressive attitude bekirlilla. Just 2 tingalu munche virat hegidru. Success ilde iddaga calm agi idru.<br>Ivaga swalpa success sikkid mele matte hale chaali munduvaresiddare. World&#39;s top cricketer inda idunna naavu expect madalla. Swalpa dignity inda behave maadi.",Others
1854,Thu e mudi baddige madve bekitha,Gender
3440,Le bepnanmagne avnantha lootikora  dhurankari hibanilla . Awanu yenidhru bafoungalege leader.,Political
7524,Hindhugalu  ecchethukollabeku muslim  boycott madi,Religion
3731,Nimmantha thayi yargu bedamma,Gender
6570,Allah yavanu avanobha tulla.kroori nanmaga.A Sulemaga Helikottidana Kolemadu Antha.Thu Nayinanmaklu,Violence
1055,Interview madtirovlu fod dagar sule munde !!silent voice alli helkodod bere ivramman sule mundera,Gender
672,Alla guru Yen dodda saadhane madiro Tara buildup kodta idare,Others
3382,Very good sir a gandu eshwarappa ge  mattu kodka ravi ge heli,Gender
3548,Thu  nimantavrige chaplili odibeku,Violence
5977,Modi geddu bandre edella sadya agatte congrec kuda e gatanege kai jodside adikarakkagi nam gadi kayo yodaranne Bali kottiddara hinde e congrace kai jodside hinta sarakara adikara madoke awaksha nodbrdu fds,Political
7751,Thuu kithogiro bucket ediyoo channel btv anchor thalwar ???thagdu thik nugusbidtivee ninge matte sonuu gee ......,Gender
7294,drugas ella mangalore bandaru inda supply agatte adanne bere rajyakku kalastare,Geo-political
2019,@Cycric Shorts ley handi .. first govt yavdu during that time?,Others
7610,Vayassadru buddi illa....idu Hindustan...Jai BjP.......Jai Hindustan ððð,Political
2124,Nana maga muslmanara maga martham,Religion
930,Burude Ramaiah....  Hdk... Dkshi... Ellaru sathya harishchandra ankondiddare...  Sidda.. Nineshtu burude bhagya kotte ..matthe yake<br>Sothe...  Obbaradmele obbaru sagani aata nillisi...,Political
7040,"Useless CM, he doesn&#39;t kw anything what need to tell in budget speech. bere yavaranna baidre en bantu",Political
3930,Siddaramaiah rinda namma janara Hana waste maadista eddare,Political
408,Chutya adi o le nodidra gottagatta sanna paaragoligu adu boundary hogyad antha gottagatta,Gender
162,Shatta kelaka Siddaramaullah khan ge vote haki gelisidhu,Political
2239,Too budapa saku kandidini tumba,Gender
3451,Hadaragitti sule,Gender
5469,@Deekshith Kundar prataf ðð kav kav ð¥ð,Others
848,Karoubba randi bhosadimaga siddaramulla,Gender
2629,You all people who commenting still watching big boosð<br>Akkan first ban aagbeku ee show,Others
1824,A loose Meghan mukha musadi nodko,Gender
3867,e ayogyanige free mutton sikkide adikke muslim kandre agalla,Religion
5576,bharatadalli islam ban madi,Religion
1051,durankari meghana soft harish,Gender
7008,Bevarsi,Gender
4010,"Bandu en madidru, road show madidru.. yav yojana kotru en illa.. 41 varsha inda barde iro pm nam modi bandidare andkinta 75 varsha dinda yaru ghoshasde iro yochne na nam pm ghosisidare anta helididre channagirutte",Political
1133,naayi Kane neenu tumba mosa madi bitte,Gender
4196,Sule maga,Gender
3946,Dagar dagar dam dam dagar dagar sule ??,Gender
414,"Kichcha super, sonugouda dagar",Gender
3401,Btv news avrge jodna thagond hodibeku,Others
1647,Super bro.....Vikas<br><br>Avlu enu replay kodta idale arta agta illa NETTAG MATADOKU BARALLA YAVO IVELLA,Gender
7268,Dagars gale tumbiro b tv??,Gender
7103,"Arun heliddu muslim sultan sikandar loodi, he is also history tagna.",Religion
7532,ade matte Islam andre loudas. Mand ??chutiyas,Religion
7215,Sariyagi kaydre currect agtale,Gender
4437,Ade hitlar iwattu namma bharata dali rss,Political
3767,eegin kaladallu kannadakkagi horata madbeka? Iddella ee tamilians inda na?,Geo-political
2172,dk sahodarara krutyakke pinanayi bembala,Gender
1987,Baare Pakistani Nina nane hadtini huch sule munde,Geo-political
4355,Boli maga ramesa ogi  chaddi bichu,Political
7100,Evna karma sagani tinnu sidramullah thennu,Political
6862,Sulemagane.muduka.,Gender
3159,90 sikkide josh joralli untu ... crossbreeds,Gender
3836,"Idralli yaarnanna nambabeku, bidbeku guru??",Others
5279,Vikas Anna heli hengasna dengodu Andre hege anta torsidri,Gender
2264,"Hindugalu ivagaladru yechetgondila andre , nale HINDUSTAN FILES antha film bandru ascharya illa .",Religion
1246,Rakta kudiyatte guru.. Yappa.. Hindugale echatkollarappa,Religion
2182,Ayogya khangress vaktara neenu mindrige huttirodu bolimagane,Gender
5206,Ee soolemaga pratham bere kelasa illa. Avanu muthalik maga,Gender
1417,Ee vama nge kelsa ilava shoot madi hogeere taye ge respect ildolna,Gender
673,Jai dev thu. ninge enu hakk ide thu nayi,Others
2362,Ree swamy Mike face munde band thakshna hero agoke ogbeda maneg ogi ellanu muchkondu ninn jati bagge hemme padu .. Bere jatigalashtu kettadenilla nindu,Religion
7525,Hindugalu matra awru namma anna thammanidiru anbeku bitre Muslim&#39;s yawattu anlilla.. aaaamele <br>Awrige first vande matharam  anta bayallibarsi aamele deshaskke kotta koduge enu anta,Religion
5130,Nenu yava nan maga yake nimma tandeg huttilva,Gender
7834,Desha drohigala story. Gottiddoo kevala duddigagi heege madtare. Munde adu jihadigala entry agi avara future kettu hogutte .,Religion
2413,Huchaaa randdi magane.hogole nayi muduka,Gender
5882,Nin bitkand tirgudru yaru nodalla bidamma,Gender
5190,Loo thatha  get lost  eshto pungtiya,Gender
6334,"Mufti Muhammad Sayed , Farooq Abdullah, bitta karate ,Yasin mallik , secular Hindus , ivarella  main culprits",Political
585,Chaper ninu live nalli video gy barbyda,Gender
421,Jagattu hegide nodi hage Namma jana Hegiddare nodi ha... Muru bittavaru oorige doddavaru anno Mathu Yavaglu nija agtane ide.... Matte avarige full respect Nammalli Ondu politicians matte Inthavaru ...,Political
1835,Aa ugragamiyannu hididu gallu shikshe kodabeku,Violence
3592,Communist mattu congress ee ayogyaru irovargu namma deshakke   thondare thappiddalla,Political
7490,Friends nanna 25 year na jivanada  muslim force madi cunvrt madolla nanu nedilli    by chance  force madidre just 3 to 5 year agutte idi desha muslimikarna madodu I,Religion
6312,"Pratham hucha, avanige yake kardidri. Avanige bashe illa.",Gender
6050,SHAL with mettu togond hodiri,Others
6972,Avligi met metali odibeku,Gender
3960,"Nebba Mruga. Swalpa vyavasayakke water requirement study maadu. Saabara angadige hoogi 10KG gomamsa Thinnu, Hindugala Angadige hogi 10 KG Handi mamsa thinnu",Religion
1091,Elli varegu navu oggattagirala   e tara kelsa madta irtare bolimaklu ee musalmanru,Religion
7966,Mana maryade udya ninge bari Hana Hana Alva beku ninge,Gender
